site_length,site_width,span_type,num_levels,first_floor_height,typical_floor_height,num_ramps,total_height,total_area,approx_spaces
200.0,150.0,Long Span (60' typical),3,12.0,10.0,1,32.0,90000.0,257.14285714285717
